Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,Roundness,Compactness,Class
0.52758671,31599,199.7422367,0.774277242,0.991645305,0.976510834,0.921362386,SEKER
0.81420382,34773,209.3257406,0.634195784,0.989675898,0.863378475,0.757071638,HOROZ
0.736874947,48450,246.3590522,0.814754042,0.983859649,0.836690159,0.820903636,BARBUNYA
0.616011296,21462,163.9104256,0.746356819,0.983179573,0.930929662,0.88417697,DERMASON
0.718294206,48883,248.343412,0.79979856,0.990917088,0.926911612,0.833417518,BARBUNYA
0.446621924,31458,198.9630385,0.786377317,0.988333651,0.958172836,0.945254305,SEKER
0.707419363,21808,165.6758827,0.728926458,0.988536317,0.930872445,0.839919403,DERMASON
0.731054561,133553,410.3547523,0.727117787,0.990273524,0.900944965,0.824390129,BOMBAY
0.76166164,139207,419.0071608,0.782239216,0.990539269,0.871201054,0.802407376,BOMBAY
0.640764092,33185,204.535649,0.775569456,0.990116016,0.925011278,0.874813102,SIRA
0.668918861,34033,206.7953012,0.73419022,0.986895072,0.933038657,0.860295545,SIRA
0.719488949,35079,210.0816564,0.777964808,0.988141053,0.910938652,0.831923662,SIRA
0.755221394,34019,207.081404,0.80680321,0.99003498,0.907039273,0.808269996,SIRA
0.695218639,22445,167.9125263,0.720059832,0.986589441,0.895042737,0.843260469,DERMASON
0.768239458,34047,206.8507068,0.76618787,0.987017946,0.894241964,0.798482624,SIRA
0.810531519,57032,267.9181826,0.682650392,0.988497686,0.834364582,0.763969406,CALI
0.684609702,33564,205.5385319,0.774835365,0.988559171,0.927479302,0.852964925,SIRA
0.831240405,34023,206.5827753,0.808383378,0.9851571,0.852376909,0.744250942,HOROZ
0.850787944,35978,212.6388551,0.72209683,0.98704764,0.813517971,0.722812293,HOROZ
0.701123073,20772,161.4173908,0.747406866,0.985172347,0.921004226,0.844015537,DERMASON
0.783169393,57509,269.0042682,0.806453444,0.988262707,0.862299217,0.787551637,CALI
0.657357888,139491,419.3473578,0.793950264,0.990128395,0.926427334,0.866926408,BOMBAY
0.645190802,32045,200.702465,0.761823348,0.987267905,0.921842182,0.873685862,SEKER
0.636987114,46074,241.1301662,0.748377581,0.99114468,0.920029115,0.87727287,CALI
0.791583671,33892,206.6998456,0.774071511,0.990086156,0.887505501,0.781087802,HOROZ
0.807779129,56288,266.0870245,0.759495746,0.987919272,0.827912767,0.763630092,CALI
0.706720051,138869,418.7913571,0.809463366,0.991927644,0.896384428,0.838638486,BOMBAY
0.767534855,33692,205.9655193,0.698695634,0.988899442,0.88228562,0.799975144,SIRA
0.660183685,21993,165.9753319,0.761187729,0.983767562,0.913298285,0.866038456,DERMASON
0.811477467,34108,205.7954494,0.672740879,0.975225753,0.807831848,0.758443949,HOROZ
0.72258815,49720,250.4010411,0.777225379,0.9904465,0.914429543,0.830812974,CALI
0.698963474,22424,167.9655972,0.743656867,0.98813771,0.946331753,0.845003102,DERMASON
0.510946829,31558,199.3210815,0.762984155,0.988750871,0.957948542,0.926782809,SEKER
0.614702534,21877,166.0903609,0.810913991,0.990355168,0.964449616,0.887383514,DERMASON
0.724333972,22701,168.0868392,0.773602008,0.977489978,0.87463212,0.828088658,DERMASON
0.717368823,22006,166.2436091,0.791034985,0.986367354,0.914338368,0.834039644,DERMASON
0.746417718,22532,168.1436412,0.725274366,0.985487307,0.875843707,0.812655468,DERMASON
0.742072131,137538,415.9695994,0.754787612,0.988076023,0.889446024,0.816517923,BOMBAY
0.732938729,134325,411.3387045,0.789361449,0.989309511,0.885187446,0.823259465,BOMBAY
0.768786946,48758,247.6400264,0.806905564,0.987837893,0.889914711,0.798784661,BARBUNYA
0.558465259,32173,201.1175623,0.777674419,0.987411805,0.94210463,0.910201041,SEKER
0.565721853,118019,386.0211353,0.746318911,0.991653886,0.917709597,0.906315042,BOMBAY
0.846018499,34358,207.8393563,0.756050274,0.987455614,0.84660411,0.727007665,HOROZ
0.756878843,47102,242.7405604,0.790995795,0.982506051,0.81194676,0.807439002,BARBUNYA
0.759942754,138970,417.8280031,0.789974016,0.986651795,0.846082671,0.804753869,BOMBAY
0.733021909,49596,248.8530188,0.747747748,0.980683926,0.800058902,0.824060358,BARBUNYA
0.873331364,36384,213.3651329,0.779315606,0.982712181,0.78429179,0.69588722,HOROZ
0.767494559,135500,413.0730902,0.76070569,0.98901845,0.876895924,0.79780047,BOMBAY
0.739531344,139739,419.5765313,0.754836984,0.989451764,0.891383938,0.818196832,BOMBAY
